COD_LINEA_NEGOCIO;COD_PRODUCTO;DESC_PRODUCTO;COD_CURRICULO;DESC_CURRICULO;COD_CURSO;DESC_CURSO;DESC_ABRE_CURSO;clave;COD_DIRECCION;NOM_DIRECCION;COD_CURSO_ELEC;CICLO;CANT_CREDITOS;CANT_CREDEQUIV;FECHA_CREACION;USUARIO_CREACION;FECHA_MODIFICACION;USUARIO_MODIFICACION;TOTAL CRED;201901-41;201902-41;201902-43;202001-44;202001-45;202002-44;202002-45;Total de Habiles;201901-41;201902-41;201902-43;202001-44;202001-45;202002-44;202002-45;Total de matriculados;201901-41;201902-41;201902-43;202001-44;202001-45;Total Aprueban;201901-41;201902-41;201902-43;202001-44;202001-45;Total Desaprueban;201901-41;201902-41;201902-43;202001-44;202001-45;Total retiros;201901-41;201902-41;201902-43;202001-44;202001-45;Total promedio de nota
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);AD690;ESTRATEGIAS DE NEGOCIACIÓN;ESTRATEGIAS DE NEGOCIACIÓ;42AD690;AD;ADMINISTRACION;ELECTIVO;06;3;0;2/05/2016;EDALVARE;;;3;935;1074;0;1080;0;1280;2;4371;26;48;0;38;0;96;0;208;22;41;0;36;0;99;4;7;0;2;0;13;4;7;0;2;0;13;17.86363636;16.53658537;;16.80555556;;17.06859243
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN58;PLANEAMIENTO Y CONTROL TACTICO DE OPERACIONES;PLAN Y CTRL TACTIC OPERAC;42IN58;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;07;3;0;2/05/2016;EDALVARE;10/10/2019;JOLIVARE;3;272;220;0;332;0;278;0;1102;242;188;0;295;0;226;0;951;210;165;0;281;0;656;32;23;0;14;0;69;20;6;0;13;0;39;14;14.48901099;;15.09574468;;14.52825189
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN213;SIMULACIÓN DE SISTEMAS DISCRETOS;SIMULACIÓN DE SISTEMAS DI;42IN213;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;07;4;0;2/05/2016;EDALVARE;10/05/2017;JAGUILAR;4;293;213;0;385;2;307;6;1206;242;179;0;320;0;261;1;1003;226;149;0;289;0;664;16;30;0;31;0;77;6;20;0;18;0;44;14.80084746;14.27044025;;14.95033113;;14.67387295
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN179;TECNOLOGÍA DE LOS PROCESOS DE MANUFACTURA;TECNOLO DE LOS PROCE DE M;42IN179;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;07;4;0;2/05/2016;EDALVARE;10/10/2019;JOLIVARE;4;253;250;0;324;0;365;0;1192;227;220;0;265;0;274;0;986;211;202;0;246;0;659;16;18;0;19;0;53;7;5;0;14;0;26;14.7;14.24651163;;15.57370518;;14.84007227
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN93;SEGURIDAD Y SALUD OCUPACIONAL;SEGURIDAD Y SALUD OCUPACI;42IN93;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;07;3;0;2/05/2016;EDALVARE;;;3;299;275;0;344;0;339;0;1257;231;227;0;283;0;275;0;1016;229;221;0;270;0;720;2;6;0;13;0;21;1;3;0;13;0;17;15.36521739;15.13839286;;16.12222222;;15.54194416
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN137;GESTIÓN DE MANTENIMIENTO;GESTIÓN DE MANTENIMIENTO;42IN137;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;07;3;0;2/05/2016;EDALVARE;10/10/2019;JOLIVARE;3;349;297;0;430;0;339;0;1415;253;205;0;327;0;263;0;1048;230;196;0;310;0;736;23;9;0;17;0;49;17;8;0;17;0;42;14.95338983;15.19796954;;16.87096774;;15.67410904
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN178;INGENIERÍA ECONÓMICA;INGENIERÍA ECONÓMICA;42IN178;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;07;3;0;2/05/2016;EDALVARE;10/10/2019;JOLIVARE;3;564;670;0;745;0;656;0;2635;254;274;0;390;0;400;0;1318;186;219;0;351;0;756;68;55;0;39;0;162;45;35;0;25;0;105;14.04784689;14.50209205;;15.05205479;;14.53399791
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN210;SEMINARIO DE INVESTIGACIÓN ACADÉMICA II (ING);SEM. INV. ACAD. II (ING);42IN210;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;08;3;0;2/05/2016;EDALVARE;5/05/2017;CCELIS;3;166;217;0;0;0;0;0;383;159;200;0;0;0;0;0;359;144;165;0;0;0;309;15;35;0;0;0;50;5;24;0;0;0;29;14.85714286;15.0625;;;;14.95982143
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN217;GESTIÓN POR PROCESOS;GESTIÓN POR PROCESOS;42IN217;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;08;3;0;2/05/2016;EDALVARE;10/10/2019;JOLIVARE;3;248;296;0;268;0;339;0;1151;188;237;0;197;0;286;0;908;178;223;0;188;0;589;10;14;0;9;0;33;2;9;0;7;0;18;14.93010753;15.07894737;;15.69473684;;15.23459725
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN216;GERENCIA DE PROYECTOS;GERENCIA DE PROYECTOS;42IN216;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;08;4;0;2/05/2016;EDALVARE;5/05/2016;MVALLE;4;321;374;0;372;0;490;7;1564;136;255;0;238;0;367;0;996;132;250;0;226;0;608;4;5;0;12;0;21;2;4;0;12;0;18;15.47014925;15.17928287;;15.83185841;;15.49376351
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN134;GESTIÓN ENERGÉTICA;GESTIÓN ENERGÉTICA;42IN134;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;08;4;0;2/05/2016;EDALVARE;10/10/2019;JOLIVARE;4;335;315;0;386;0;377;0;1413;201;212;0;239;0;270;0;922;187;208;0;227;0;622;14;4;0;12;0;30;5;3;0;11;0;19;14.56122449;14.48325359;;16.32894737;;15.12447515
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN195;GESTIÓN DE LA INNOVACIÓN;GESTIÓN DE LA INNOVACIÓN;42IN195;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;08;3;0;2/05/2016;EDALVARE;10/10/2019;JOLIVARE;3;207;257;0;255;0;297;0;1016;166;220;0;198;0;247;0;831;158;219;0;194;0;571;8;1;0;4;0;13;1;1;0;4;0;6;14.50909091;15.47488584;;16.30412371;;15.42936682
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN232;EX - INFORMÁTICA PARA LOS NEGOCIOS;EX - INFORM. PARA LOS NEG;42IN232;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;2/05/2016;EDALVARE;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN233;EX - DIRECCIÓN DE EMPRESAS;EX - DIRECCIÓN DE EMPRESA;42IN233;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;2/05/2016;EDALVARE;;;3;0;3;0;2;0;36;1;42;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN234;EX - SISTEMAS DE INFORMACIÓN;EX - SISTEMAS DE INFORMAC;42IN234;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;2/05/2016;EDALVARE;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);AH57;DISCAPACIDAD E INCLUSIÓN;DISCAPACIDAD E INCLUSIÓN;42AH57;HU;HUMANIDADES;ELECTIVO;09;3;0;2/05/2016;EDALVARE;;;3;1987;2250;2;2363;4;2610;19;9235;14;18;0;9;0;12;0;53;10;12;0;8;0;30;4;6;0;1;0;11;3;6;0;1;0;10;16;15.5;;16.375;;15.95833333
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN158;GESTIÓN DEL CAPITAL HUMANO;GESTIÓN DEL CAPITAL HUMAN;42IN158;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;09;3;0;2/05/2016;EDALVARE;;;3;233;228;0;285;0;247;4;997;184;177;0;217;0;203;1;782;179;168;0;213;0;560;5;9;0;4;0;18;1;7;0;2;0;10;15.56830601;15.3;;17.13953488;;16.00261363
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN218;INGENIERÍA Y GESTIÓN AMBIENTAL;INGENIERÍA Y GESTIÓN AMBI;42IN218;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;09;4;0;2/05/2016;EDALVARE;10/10/2019;JOLIVARE;4;201;233;0;248;0;271;0;953;152;175;0;196;0;223;0;746;127;171;0;192;0;490;25;4;0;4;0;33;21;4;0;4;0;29;14.79389313;15.75438596;;16.02083333;;15.52303748
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN45;PROYECTO DE INVESTIGACIÓN APLICADA 1;PROY.INVESTIG.APLIC. 1;42IN45;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;09;5;0;2/05/2016;EDALVARE;10/07/2019;EDALVARE;5;188;160;0;274;0;172;0;794;179;150;0;259;0;155;0;743;162;123;0;245;0;530;17;27;0;14;0;58;9;10;0;12;0;31;14.86470588;13.85714286;;15.13765182;;14.61983352
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN223;PLANIFICACIÓN DE LA PRODUCCIÓN ERP;PLANIF. DE LA PRODUC ERP;42IN223;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;2/05/2016;EDALVARE;;;3;79;0;0;2;0;37;0;118;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN231;EX - COMERCIO EXTERIOR;EX - COMERCIO EXTERIOR;42IN231;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;2/05/2016;EDALVARE;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN230;ELECTIVO DE CARRERA 2;ELECTIVO DE CARRERA 2;42IN230;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;2/05/2016;EDALVARE;;;3;2920;3;0;1;0;24;1;2949;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN155;GERENCIA DE COMPRAS Y ABASTECIMIENTO;GERENCIA DE COMPRAS Y ABA;42IN155;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;2/05/2016;EDALVARE;;;3;295;349;0;438;0;464;2;1548;49;77;0;119;0;85;0;330;45;66;0;114;0;225;4;11;0;5;0;20;3;10;0;4;0;17;16.15217391;15.50746269;;16.4;;16.01987887
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN181;PROSPECTIVA ESTRATÉGICA;PROSPECTIVA ESTRATÉGICA;42IN181;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;2/05/2016;EDALVARE;;;3;373;450;0;499;0;604;2;1928;24;21;0;31;0;23;0;99;22;18;0;30;0;70;2;3;0;1;0;6;1;3;0;1;0;5;15.43478261;16.77777778;;17.9;;16.7041868
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN186;SISTEMAS DE INFORMACIÓN ERP;SISTEMAS DE INFORMA ERP;42IN186;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;2/05/2016;EDALVARE;;;3;366;393;0;463;0;524;2;1748;97;83;0;93;0;120;0;393;74;53;0;79;0;206;23;30;0;14;0;67;17;24;0;11;0;52;15.85;15.38983051;;16.30487805;;15.84823619
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN226;EX - ORGANIZACION Y LEGISLACION INDUSTRIAL;EX ORGANIZACION Y LEGISLA;42IN226;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;2/05/2016;EDALVARE;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN227;EX PLANEAMIENTO ESTRATEGICO (IND);EX PLANEAMIENTO ESTRATEGI;42IN227;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;2/05/2016;EDALVARE;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN228;EX PLANEAMIENTO Y GESTIÓN DE ALMACENES;EX PLANEAMIENTO Y GESTIÓN;42IN228;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;2/05/2016;EDALVARE;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN229;EX GESTIÓN DE SERVICIO AL CLIENTE (CRM);EX GESTIÓN DE SERVICIO AL;42IN229;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;2/05/2016;EDALVARE;;;3;0;3;0;2;0;36;1;42;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN196;TECNOLOGÍA Y AUTOMATIZACIÓN INDUSTRIAL;TECNOLOGÍA Y AUTOMATIZACI;42IN196;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;10;3;0;2/05/2016;EDALVARE;10/10/2019;JOLIVARE;3;181;229;0;220;0;269;0;899;150;180;0;173;0;219;0;722;106;174;0;145;0;425;44;6;0;28;0;78;4;3;0;11;0;18;13.05479452;16.18644068;;14.18518519;;14.47547346
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN46;PROYECTO DE INVESTIGACION APLICADA 2;PROY.INVEST.APLIC. 2;42IN46;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;10;5;0;2/05/2016;EDALVARE;10/07/2019;EDALVARE;5;143;168;0;138;0;262;0;711;138;167;0;133;0;254;0;692;133;156;0;123;0;412;5;11;0;10;0;26;1;3;0;5;0;9;15.4379562;15.2037037;;15.3515625;;15.33107414
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN184;CONTROL ESTADÍSTICO DE PROCESOS;CONTROL ESTADÍSTICO DE PR;42IN184;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;2/05/2016;EDALVARE;;;3;408;482;2;517;4;625;20;2058;35;21;0;24;0;20;0;100;25;15;0;24;0;64;10;6;0;0;0;16;8;4;0;0;0;12;15.18518519;14.64705882;;16.83333333;;15.55519245
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN150;SUPPLY CHAIN MANAGEMENT;SUPPLY CHAIN MANAGEMENT;42IN150;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;2/05/2016;EDALVARE;;;3;385;430;0;475;0;557;2;1849;70;71;0;66;0;113;0;320;47;52;0;55;0;154;23;19;0;11;0;53;19;16;0;11;0;46;14.80392157;14.21818182;;15.50909091;;14.84373143
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN187;GESTIÓN DEL TRANSPORTE Y DISTRIBUCIÓN;GESTIÓN DEL TRANS Y DISTR;42IN187;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;2/05/2016;EDALVARE;;;3;313;334;0;444;0;505;2;1598;89;55;0;89;0;107;0;340;77;52;0;79;0;208;12;3;0;10;0;25;10;1;0;10;0;21;15.30379747;15.18518519;;16.41772152;;15.63556806
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN185;MANUFACTURA INTEGRADA POR COMPUTADOR;MANUFACTURA INTE POR COMP;42IN185;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;2/05/2016;EDALVARE;;;3;442;532;0;540;0;664;2;2180;12;15;0;11;0;9;0;47;4;5;0;9;0;18;8;10;0;2;0;20;5;8;0;0;0;13;12.71428571;13.28571429;;13.63636364;;13.21212121
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN149;PLANEAMIENTO Y GESTIÓN DE INVENTARIOS;PLANEAMIENTO Y GESTIÓN DE;42IN149;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;2/05/2016;EDALVARE;;;3;346;392;0;447;0;503;2;1690;63;73;0;84;0;101;0;321;52;62;0;80;0;194;11;11;0;4;0;26;10;7;0;3;0;20;15.05660377;14.65151515;;15.39506173;;15.03439355
U;03310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN183;ENERGÍAS RENOVABLES Y PRODUCCIÓN LIMPIA;ENERGÍAS RENO Y PRODUC LI;42IN183;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;2/05/2016;EDALVARE;;;3;426;507;0;526;0;638;2;2099;25;11;0;26;0;25;0;87;16;9;0;20;0;45;9;2;0;6;0;17;9;1;0;6;0;16;16.125;14.7;;16.55;;15.79166667
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AH57;DISCAPACIDAD E INCLUSIÓN;DISCAPACIDAD E INCLUSIÓN;41AH57;HU;HUMANIDADES;ELECTIVO;09;3;0;6/10/2015;EORDOYA;;;3;1987;2250;2;2363;4;2610;19;9235;14;18;0;9;0;12;0;53;10;12;0;8;0;30;4;6;0;1;0;11;3;6;0;1;0;10;16;15.5;;16.375;;15.95833333
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;MA393;NIVELACIÓN DE MATEMÁTICA;NIVELACIÓN DE MATEM;41MA393;MA;CIENCIAS;OBLIGATORIO;00;0;5;21/05/2015;LLEAU;;;5;138;52;57;0;0;0;0;247;105;26;29;0;0;0;0;160;68;18;20;0;0;106;37;8;9;0;0;54;8;3;1;0;0;12;12.96907216;13.2173913;14.14285714;;;13.44310687
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;MA95;NIVELACIÓN DE FÍSICA;NIVELACIÓN DE FÍSICA;41MA95;MA;CIENCIAS;OBLIGATORIO;00;0;4;21/05/2015;LLEAU;;;4;158;54;60;0;0;0;0;272;113;23;29;0;0;0;0;165;87;14;22;0;0;123;26;9;7;0;0;42;7;3;0;0;0;10;14.33962264;12;14.55172414;;;13.63044893
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU24;NIVELACIÓN DE LENGUAJE;NIVELACIÓN LENGUAJE;41HU24;HU;HUMANIDADES;OBLIGATORIO;00;0;4;21/05/2015;LLEAU;;;4;117;30;51;0;0;0;0;198;100;11;29;0;0;0;0;140;76;4;23;0;0;103;24;7;6;0;0;37;10;1;0;0;0;11;14.68888889;10.1;13.96551724;;;12.91813538
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU316;ÉTICA Y CIUDADANÍA;ÉTICA Y CIUDADANÍA;41HU316;HU;HUMANIDADES;OBLIGATORIO;01;2;0;22/05/2015;LLEAU;25/05/2015;PLLONG;2;749;278;316;0;0;0;0;1343;662;172;0;0;0;0;0;834;508;87;0;0;0;595;154;85;0;0;0;239;55;35;0;0;0;90;14.17957166;12.48905109;;;;13.33431138
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AD185;INTRAPRENEURSHIP;INTRAPRENEURSHIP;41AD185;IE;INICIATIVA EMPRESARIAL;ELECTIVO;06;3;0;25/02/2016;DMENDOZA;;;3;1072;1284;0;1318;0;1563;5;5242;52;64;0;65;0;128;0;309;46;53;0;63;0;162;6;11;0;2;0;19;6;10;0;2;0;18;17.58695652;18.12962963;;18.20634921;;17.97431179
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AD687;DESIGN THINKING;DESIGN THINKING;41AD687;IE;INICIATIVA EMPRESARIAL;ELECTIVO;06;3;0;25/02/2016;DMENDOZA;;;3;1114;1326;0;1342;0;1578;5;5365;54;39;0;73;0;133;0;299;44;33;0;66;0;143;10;6;0;7;0;23;9;6;0;6;0;21;15.57777778;16.84848485;;17.7761194;;16.73412734
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AD688;EMPRENDIMIENTO DE NEGOCIOS SOSTENIBLES: FORMULAC;EMPRENDIMIENTO DE NEGOCIO;41AD688;IE;INICIATIVA EMPRESARIAL;ELECTIVO;06;3;0;25/02/2016;DMENDOZA;;;3;843;942;0;948;0;1097;1;3831;80;79;0;106;0;106;0;371;63;70;0;95;0;228;17;9;0;11;0;37;14;8;0;11;0;33;16.42424242;16.91549296;;17.29473684;;16.87815741
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AD689;EMPRENDIMIENTO DE NEGOCIOS SOSTENIBLES IMPLEME.;EMPRENDIMIENTO DE NEGOCIO;41AD689;IE;INICIATIVA EMPRESARIAL;ELECTIVO;06;4;0;25/02/2016;DMENDOZA;;;4;111;157;0;160;0;234;1;663;20;21;0;13;0;28;0;82;17;15;0;12;0;44;3;6;0;1;0;10;2;6;0;1;0;9;15.44444444;14.73333333;;16.83333333;;15.67037037
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AD690;ESTRATEGIAS DE NEGOCIACIÓN;ESTRATEGIAS DE NEGOCIACIÓ;41AD690;AD;ADMINISTRACION;ELECTIVO;06;3;0;25/02/2016;DMENDOZA;;;3;935;1074;0;1080;0;1280;2;4371;26;48;0;38;0;96;0;208;22;41;0;36;0;99;4;7;0;2;0;13;4;7;0;2;0;13;17.86363636;16.53658537;;16.80555556;;17.06859243
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AH66;GESTIÓN DEL TALENTO;GESTIÓN DEL TALENTO;41AH66;AH;ADMINISTRACION Y RECURSOS HUMANOS;ELECTIVO;06;3;0;25/02/2016;DMENDOZA;;;3;1111;1322;0;1344;0;1582;5;5364;57;67;0;74;0;131;0;329;46;52;0;68;0;166;11;15;0;6;0;32;8;12;0;6;0;26;16.2244898;16.25454545;;17.42647059;;16.63516861
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AH67;LIDERAZGO Y PENSAMIENTO SISTÉMICO;LIDERAZGO Y PENSAMIENTO S;41AH67;AH;ADMINISTRACION Y RECURSOS HUMANOS;ELECTIVO;06;3;0;25/02/2016;DMENDOZA;;;3;1064;1247;0;1260;0;1462;5;5038;107;80;0;113;0;150;1;451;76;66;0;104;0;246;31;14;0;9;0;54;28;14;0;8;0;50;16.32911392;16.24242424;;15.87619048;;16.14924288
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AD691;DIRECCIÓN ESTRATÉGICA;DIRECCIÓN ESTRATÉGICA;41AD691;AD;ADMINISTRACION;ELECTIVO;06;3;0;25/02/2016;DMENDOZA;;;3;933;1070;0;1079;0;1294;2;4378;32;24;0;24;0;61;0;141;27;22;0;20;0;69;5;2;0;4;0;11;5;2;0;2;0;9;15.96296296;16.5;;15.31818182;;15.92704826
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AH53;COACHING Y RESOLUCIÓN DE CONFLICTOS;COACHING Y RESOLUCIÓN DE;41AH53;AH;ADMINISTRACION Y RECURSOS HUMANOS;ELECTIVO;06;3;0;25/02/2016;DMENDOZA;;;3;857;963;0;983;0;1096;2;3901;71;67;0;132;0;135;0;405;59;53;0;127;0;239;12;14;0;5;0;31;9;11;0;2;0;22;16.32258065;16.16363636;;17.47692308;;16.65438003
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU03;COMPRENSIÓN Y PRODUCCIÓN DE LENGUAJE I;COMP Y PROD LENG I;41HU03;HU;HUMANIDADES;OBLIGATORIO;01;4;0;21/05/2015;LLEAU;;;4;653;202;310;0;0;0;0;1165;602;126;279;0;0;0;0;1007;500;99;253;0;0;852;102;27;26;0;0;155;44;8;12;0;0;64;15.60215054;14.24576271;16.96254682;;;15.60348669
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN142;FUNDAMENTOS DE INGENIERÍA INDUSTRIAL;FUNDAMENT DE INGEN INDUST;41IN142;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;01;3;0;21/05/2015;LLEAU;;;3;790;322;376;123;528;32;535;2706;702;211;279;82;455;14;424;2167;532;149;260;64;386;1391;170;62;19;18;69;338;51;17;10;13;40;131;14.13056836;13.3556701;15.95910781;16.08695652;16.35662651;15.17778586
