COD_LINEA_NEGOCIO;COD_PRODUCTO;DESC_PRODUCTO;COD_CURRICULO;DESC_CURRICULO;COD_CURSO;DESC_CURSO;DESC_ABRE_CURSO;clave;COD_DIRECCION;NOM_DIRECCION;COD_CURSO_ELEC;CICLO;CANT_CREDITOS;CANT_CREDEQUIV;FECHA_CREACION;USUARIO_CREACION;FECHA_MODIFICACION;USUARIO_MODIFICACION;TOTAL CRED;201901-41;201902-41;201902-43;202001-44;202001-45;202002-44;202002-45;Total de Habiles;201901-41;201902-41;201902-43;202001-44;202001-45;202002-44;202002-45;Total de matriculados;201901-41;201902-41;201902-43;202001-44;202001-45;Total Aprueban;201901-41;201902-41;201902-43;202001-44;202001-45;Total Desaprueban;201901-41;201902-41;201902-43;202001-44;202001-45;Total retiros;201901-41;201902-41;201902-43;202001-44;202001-45;Total promedio de nota
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN45;PROYECTO DE INVESTIGACIÓN APLICADA 1;PROY.INVESTIG.APLIC. 1;41IN45;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;09;5;0;21/05/2015;LLEAU;;;5;188;160;0;274;0;172;0;794;179;150;0;259;0;155;0;743;162;123;0;245;0;530;17;27;0;14;0;58;9;10;0;12;0;31;14.86470588;13.85714286;;15.13765182;;14.61983352
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN196;TECNOLOGÍA Y AUTOMATIZACIÓN INDUSTRIAL;TECNOLOGÍA Y AUTOMATIZACI;41IN196;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;10;3;0;21/05/2015;LLEAU;;;3;181;229;0;220;0;269;0;899;150;180;0;173;0;219;0;722;106;174;0;145;0;425;44;6;0;28;0;78;4;3;0;11;0;18;13.05479452;16.18644068;;14.18518519;;14.47547346
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN46;PROYECTO DE INVESTIGACION APLICADA 2;PROY.INVEST.APLIC. 2;41IN46;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;10;5;0;21/05/2015;LLEAU;;;5;143;168;0;138;0;262;0;711;138;167;0;133;0;254;0;692;133;156;0;123;0;412;5;11;0;10;0;26;1;3;0;5;0;9;15.4379562;15.2037037;;15.3515625;;15.33107414
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN214;MECÁNICA PARA INGENIEROS;MECÁNICA PARA INGENIEROS;41IN214;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;05;5;0;27/05/2015;JLAPA;;;5;629;602;0;656;0;483;0;2370;491;465;0;540;0;391;0;1887;316;288;0;439;0;1043;175;177;0;101;0;453;68;81;0;41;0;190;13.56264775;13.5234375;;14.60320641;;13.89643056
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AM130;ADVERTISING MANAGEMENT;ADVERTISING MANAGEMENT;41AM130;AM;ADMINISTRACION Y MARKETING;ELECTIVO;07;3;0;24/06/2016;EDALVARE;;;3;3;5;0;4;0;3;0;15;0;0;0;1;0;0;0;1;0;0;0;1;0;1;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;14;;14
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AM131;COMPETITIVE STRATEGY;COMPETITIVE STRATEGY;41AM131;AM;ADMINISTRACION Y MARKETING;ELECTIVO;08;3;0;24/06/2016;EDALVARE;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AM132;BUSINESS MARKETING STRATEGY;BUSINESS MARKETING STRATE;41AM132;AM;ADMINISTRACION Y MARKETING;ELECTIVO;09;3;0;24/06/2016;EDALVARE;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AM133;MARKETING STRATEGY;MARKETING STRATEGY;41AM133;AM;ADMINISTRACION Y MARKETING;ELECTIVO;10;3;0;24/06/2016;EDALVARE;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;AM134;STRATEGIC MARKETING COMMUNICATION;STRATEGIC MARKETING COMMU;41AM134;AM;ADMINISTRACION Y MARKETING;ELECTIVO;10;3;0;24/06/2016;EDALVARE;;;3;1;2;0;1;0;2;0;6;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN223;PLANIFICACIÓN DE LA PRODUCCIÓN ERP;PLANIF. DE LA PRODUC ERP;41IN223;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;30/05/2015;AGROMERO;;;3;79;0;0;2;0;37;0;118;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU308;TÉCNICAS DE APRENDIZAJE;TÉCNICAS DE APRENDIZAJE;41HU308;TC;TÉCNICAS ACADÉMICAS;ELECTIVO;01;4;0;13/07/2015;JOLIVARE;;;4;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN231;EX - COMERCIO EXTERIOR;EX - COMERCIO EXTERIOR;41IN231;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;22/09/2015;CLAVENDA;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN230;ELECTIVO DE CARRERA 2;ELECTIVO DE CARRERA 2;41IN230;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;4/09/2015;DJUAREZ;;;3;2920;3;0;1;0;24;1;2949;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN222;TERMODINÁMICA APLICADA;TERMODINÁMICA APLICADA;41IN222;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;05;4;0;27/05/2015;JLAPA;;;4;425;505;0;0;0;0;0;930;369;383;0;0;0;0;0;752;244;205;0;0;0;449;125;178;0;0;0;303;29;61;0;0;0;90;13.24411765;12.69875776;;;;12.97143771
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;MA420;MATEMÁTICA BÁSICA;MATEMÁTICA BÁSICA;41MA420;MA;CIENCIAS;OBLIGATORIO;01;6;0;22/05/2015;JLAPA;;;6;816;361;319;125;469;34;500;2624;707;236;281;77;434;15;413;2163;436;124;223;52;348;1183;271;112;58;25;86;552;74;42;28;19;41;204;13.04423381;12.04123711;16.24110672;15.36206897;15.77608142;14.49294561
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU187;TEMAS DE HISTORIA DEL PERÚ;TEMAS HISTORIA DEL PERÚ;41HU187;HU;HUMANIDADES;ELECTIVO;03;3;0;22/05/2015;JLAPA;;;3;3197;2935;5;2356;18;2001;289;10801;401;346;1;245;1;130;29;1153;236;198;1;208;1;644;165;148;0;37;0;350;70;79;0;24;0;173;12.94864048;13.21348315;19;16.32579186;14;15.0975831
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU51;ANÁLISIS AMBIENTAL;ANÁLISIS AMBIENTAL;41HU51;HU;HUMANIDADES;ELECTIVO;03;3;0;22/05/2015;JLAPA;;;3;2930;2567;5;2017;19;1690;289;9517;313;285;0;237;0;199;36;1070;255;241;0;210;0;706;58;44;0;27;0;129;25;20;0;21;0;66;15.01736111;15.38113208;;16.86574074;;15.75474464
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN155;GERENCIA DE COMPRAS Y ABASTECIMIENTO;GERENCIA DE COMPRAS Y ABA;41IN155;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;22/05/2015;JLAPA;;;3;295;349;0;438;0;464;2;1548;49;77;0;119;0;85;0;330;45;66;0;114;0;225;4;11;0;5;0;20;3;10;0;4;0;17;16.15217391;15.50746269;;16.4;;16.01987887
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN181;PROSPECTIVA ESTRATÉGICA;PROSPECTIVA ESTRATÉGICA;41IN181;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;22/05/2015;JLAPA;;;3;373;450;0;499;0;604;2;1928;24;21;0;31;0;23;0;99;22;18;0;30;0;70;2;3;0;1;0;6;1;3;0;1;0;5;15.43478261;16.77777778;;17.9;;16.7041868
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN186;SISTEMAS DE INFORMACIÓN ERP;SISTEMAS DE INFORMA ERP;41IN186;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;22/05/2015;JLAPA;;;3;366;393;0;463;0;524;2;1748;97;83;0;93;0;120;0;393;74;53;0;79;0;206;23;30;0;14;0;67;17;24;0;11;0;52;15.85;15.38983051;;16.30487805;;15.84823619
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN184;CONTROL ESTADÍSTICO DE PROCESOS;CONTROL ESTADÍSTICO DE PR;41IN184;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;22/05/2015;JLAPA;;;3;408;482;2;517;4;625;20;2058;35;21;0;24;0;20;0;100;25;15;0;24;0;64;10;6;0;0;0;16;8;4;0;0;0;12;15.18518519;14.64705882;;16.83333333;;15.55519245
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN183;ENERGÍAS RENOVABLES Y PRODUCCIÓN LIMPIA;ENERGÍAS RENO Y PRODUC LI;41IN183;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;22/05/2015;JLAPA;;;3;426;507;0;526;0;638;2;2099;25;11;0;26;0;25;0;87;16;9;0;20;0;45;9;2;0;6;0;17;9;1;0;6;0;16;16.125;14.7;;16.55;;15.79166667
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN187;GESTIÓN DEL TRANSPORTE Y DISTRIBUCIÓN;GESTIÓN DEL TRANS Y DISTR;41IN187;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;22/05/2015;JLAPA;;;3;313;334;0;444;0;505;2;1598;89;55;0;89;0;107;0;340;77;52;0;79;0;208;12;3;0;10;0;25;10;1;0;10;0;21;15.30379747;15.18518519;;16.41772152;;15.63556806
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN185;MANUFACTURA INTEGRADA POR COMPUTADOR;MANUFACTURA INTE POR COMP;41IN185;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;22/05/2015;JLAPA;;;3;442;532;0;540;0;664;2;2180;12;15;0;11;0;9;0;47;4;5;0;9;0;18;8;10;0;2;0;20;5;8;0;0;0;13;12.71428571;13.28571429;;13.63636364;;13.21212121
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN149;PLANEAMIENTO Y GESTIÓN DE INVENTARIOS;PLANEAMIENTO Y GESTIÓN DE;41IN149;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;22/05/2015;JLAPA;;;3;346;392;0;447;0;503;2;1690;63;73;0;84;0;101;0;321;52;62;0;80;0;194;11;11;0;4;0;26;10;7;0;3;0;20;15.05660377;14.65151515;;15.39506173;;15.03439355
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN150;SUPPLY CHAIN MANAGEMENT;SUPPLY CHAIN MANAGEMENT;41IN150;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;22/05/2015;JLAPA;;;3;385;430;0;475;0;557;2;1849;70;71;0;66;0;113;0;320;47;52;0;55;0;154;23;19;0;11;0;53;19;16;0;11;0;46;14.80392157;14.21818182;;15.50909091;;14.84373143
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN226;EX - ORGANIZACION Y LEGISLACION INDUSTRIAL;EX ORGANIZACION Y LEGISLA;41IN226;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;3/09/2015;DJUAREZ;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN227;EX PLANEAMIENTO ESTRATEGICO (IND);EX PLANEAMIENTO ESTRATEGI;41IN227;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;3/09/2015;DJUAREZ;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN228;EX PLANEAMIENTO Y GESTIÓN DE ALMACENES;EX PLANEAMIENTO Y GESTIÓN;41IN228;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;3/09/2015;DJUAREZ;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;IN229;EX GESTIÓN DE SERVICIO AL CLIENTE (CRM);EX GESTIÓN DE SERVICIO AL;41IN229;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;3/09/2015;DJUAREZ;;;3;0;3;0;2;0;36;1;42;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU372;MODERN POPULAR CULTURE;MODERN POPULAR CULTURE;41HU372;HU;HUMANIDADES;ELECTIVO;06;2;0;23/02/2017;JAGUILAR;8/03/2017;;2;79;0;0;2;0;36;0;117;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU373;INTRODUCTION TO SOCIOLOGY;INTRODUCTION TO SOCIOLOGY;41HU373;HU;HUMANIDADES;ELECTIVO;06;2;0;23/02/2017;JAGUILAR;8/03/2017;;2;79;0;0;2;0;37;0;118;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU374;INTRODUCTION TO PHILOSOPHY;INTRODUCTION TO PHILOSOPH;41HU374;HU;HUMANIDADES;ELECTIVO;06;2;0;23/02/2017;JAGUILAR;8/03/2017;;2;79;1005;4;2;0;37;0;1127;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU375;INTER EXP: SUST. QUAL OF LIFE IN THE CITY;INTERDISCIPLINARY EXPERIE;41HU375;HU;HUMANIDADES;ELECTIVO;06;2;0;23/02/2017;JAGUILAR;8/03/2017;;2;79;0;0;2;0;37;0;118;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU394;HUMANITIES THROUGH THE ARTS;HUMANITIES THROUGH THE AR;41HU394;HU;HUMANIDADES;ELECTIVO;06;2;0;23/02/2017;JAGUILAR;8/03/2017;;2;79;0;0;2;0;37;0;118;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;TR195;CHINO BÁSICO 1;CHINO BÁSICO 1;41TR195;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;06;3;0;23/02/2017;JAGUILAR;8/03/2017;;3;961;1117;0;1117;0;1343;2;4540;5;19;0;9;0;16;0;49;5;10;0;8;0;23;0;9;0;1;0;10;0;7;0;1;0;8;17.6;14.91666667;;18.125;;16.88055556
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;TR196;CHINO BÁSICO 2;CHINO BÁSICO 2;41TR196;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;07;3;0;23/02/2017;JAGUILAR;8/03/2017;;3;8;13;0;0;0;1;0;22;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;TR197;CHINO BÁSICO 3;CHINO BÁSICO 3;41TR197;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;08;3;0;23/02/2017;JAGUILAR;8/03/2017;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;TR194;LATÍN;LATÍN;41TR194;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;06;3;0;23/02/2017;JAGUILAR;8/03/2017;;3;968;1129;0;0;0;0;0;2097;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;TR189;PORTUGUÉS BÁSICO;PORTUGUÉS;41TR189;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;06;3;0;23/02/2017;JAGUILAR;8/03/2017;;3;945;1099;0;1101;0;1309;2;4456;13;15;0;28;0;59;0;115;8;13;0;28;0;49;5;2;0;0;0;7;4;2;0;0;0;6;15.66666667;15.92307692;;17.42857143;;16.33943834
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;TR190;PORTUGUÉS INTERMEDIO 1;PORTUGUÉS INTERMEDIO 1;41TR190;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;07;3;0;23/02/2017;JAGUILAR;8/03/2017;;3;22;29;0;0;0;60;0;111;0;2;0;0;0;8;0;10;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;;16;;;;16
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;TR191;PORTUGUÉS INTERMEDIO 2;PORTUGUÉS INTERMEDIO 2;41TR191;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;08;3;0;23/02/2017;JAGUILAR;8/03/2017;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;TR193;ACADEMIC WRITING;ACADEMIC WRITING;41TR193;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;06;3;0;23/02/2017;JAGUILAR;8/03/2017;;3;785;944;0;0;0;0;0;1729;5;2;0;0;0;0;0;7;3;0;0;0;0;3;2;2;0;0;0;4;2;2;0;0;0;4;17.33333333;;;;;17.33333333
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;TR222;ENGLISH COMPOSITION 1;ENGLISH COMPOSITION 1;41TR222;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;07;3;0;23/02/2017;JAGUILAR;8/03/2017;;3;2;5;0;0;0;1;0;8;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;TR223;ENGLISH COMPOSITION 2;ENGLISH COMPOSITION 2;41TR223;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;08;3;0;23/02/2017;JAGUILAR;8/03/2017;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;TR224;FRANCÉS BÁSICO 1;FRANCÉS BÁSICO 1;41TR224;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;06;3;0;27/02/2017;JAGUILAR;8/03/2017;;3;948;1101;0;1106;0;1331;2;4488;14;20;0;22;0;43;0;99;9;10;0;11;0;30;5;10;0;11;0;26;3;9;0;10;0;22;14.36363636;14.63636364;;15.75;;14.91666667
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU473;ENVIRONMENTAL SCIENCE;ENVIRONMENTAL SCIENCE;41HU473;HU;HUMANIDADES;ELECTIVO;06;2;0;5/02/2018;CCELIS;;;2;79;0;0;2;0;37;0;118;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;TR211;LATÍN 2;LATÍN 2;41TR211;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;07;3;0;18/07/2017;CCELIS;;;3;0;1;0;0;0;0;0;1;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN349;INGENIERÍA Y GESTIÓN AMBIENTAL;INGENIERÍA Y GESTIÓN AMBI;43IN349;IN;INGENIERIA INDUSTRIAL;ELECTIVO;06;3;0;14/06/2019;JAGUILAR;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
