COD_ALUMNO;201901;201902;202001;202002;cuantos ciclos tiene el alumno;curricula ;nivel alumno;201901;201902;202001;202002;18;23;27;MAX_CREDITAJE;NUM_TURNO;POND_ACTUAL;POND_ACUMULADO;NUM_OBS_CONS;NUM_OBS_ALTE;TIPO_MERITO;m_habil_COD_CURSO;201901;201902;202001;202002;201901;201902;202001;202002;COD_ESTADO_MAT_CUR;NUM_VEZ_CURSO;Extra_acad;NO;SI;promadio de aprobacion de cursos de manera historica;ADMINISTRACION;ADMINISTRACION Y MARKETING;ADMINISTRACION Y RECURSOS HUMANOS;CIENCIAS;ECONOMIA Y NEGOCIOS INTERNACIONALES;HUMANIDADES;INGENIERIA INDUSTRIAL;INICIATIVA EMPRESARIAL;TRADUCCION E INTERPRETACION PROFESIONAL;#N/D;m_habil_DES_TIPO_INGRESO;SEXO;Edad;201901;201902;202001;202002;0;1;RIESGO
201817547;9;;8;6;3;44;2;23;0;23;23;0;3;0;4;96;14.63;14.65;0;0;0;6;9;0;8;6;0;0;6;5;48%;;0;1;5;45%;0%;0%;0%;100%;100%;100%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;0;0;0;4;0;0
201818302;10;8;12;17;4;44;6;27;27;27;27;0;0;4;5;75;15.57;16.07;0;0;3;17;10;8;12;17;5;6;6;7;51%;;0;0;17;71%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;0;0;0;4;0;0
201811033;6;;;;1;41;2;18;0;0;0;1;0;0;1;90;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;BECAS PRONABEC;1;0;0;0;0;0;4;0;0
201610822;10;11;12;17;4;44;5;18;23;23;27;1;2;1;4.5;75;15.58;13.43;0;2;0;17;10;11;12;17;5;5;6;6;44%;;0;2;14;64%;0%;0%;0%;100%;0%;100%;83%;0%;0%;0%;SELECCIÓN PREFERENTE;1;22;1;0;0;0;3;1;0
201723975;5;3;4;5;4;44;3;23;18;18;27;2;1;1;4.5;79;15.4;12.15;2;3;0;5;5;3;4;5;4;3;4;5;94%;;0;5;6;38%;0%;0%;0%;33%;33%;100%;75%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;0;1;0;3;1;0
201619791;8;;;;1;41;2;18;0;0;0;1;0;0;1;118;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;GENERAL;1;0;0;0;0;0;4;0;0
201815385;9;8;11;11;4;44;5;27;27;27;27;0;0;4;5;26;17.62;16.43;0;0;5;11;9;8;11;11;5;5;6;7;59%;;0;0;16;70%;0%;0%;0%;100%;100%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;1;21;0;0;0;0;4;0;0
20181B257;6;5;;;2;41;2;27;18;0;0;1;0;1;2;98;12.6;14.04;1;1;0;5;6;5;0;0;4;0;0;0;36%;;0;2;2;50%;0%;0%;0%;0%;0%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
201820123;8;8;7;11;4;44;5;27;27;27;27;0;0;4;5;2;17.95;17.11;0;0;1;11;8;8;7;11;5;5;5;0;44%;;0;0;15;100%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
201816929;5;3;7;11;4;44;3;23;18;23;23;1;3;0;3.5;90;14.95;13.66;1;1;0;11;5;3;7;11;4;3;5;6;69%;;0;4;8;44%;0%;0%;0%;80%;0%;100%;75%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
201822477;10;8;7;80;4;44;5;27;27;27;27;0;0;4;5;40;16.91;16.95;0;0;3;80;10;8;7;80;6;5;5;8;23%;;1|;0;15;63%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;BECAS PRONABEC;0;21;0;0;0;0;4;0;0
201818755;8;8;9;78;4;44;3;27;23;18;27;1;1;2;4.5;64;16;13.97;1;1;0;78;8;8;9;78;6;4;5;7;21%;;0;4;11;50%;0%;0%;0%;100%;50%;50%;67%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
20181C763;9;6;;;2;41;2;18;18;0;0;2;0;0;1;106;12.25;10.56;3;3;0;6;9;6;0;0;5;4;0;0;60%;;1|;6;2;22%;0%;0%;0%;33%;0%;33%;0%;0%;0%;0%;EVALUACION INTEGRAL;0;22;1;1;0;0;2;2;0
201819957;8;7;;;2;41;2;23;23;0;0;0;2;0;4;70;0;0;0;0;0;7;8;7;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;SELECCIÓN PREFERENTE;1;0;0;0;0;0;4;0;0
201816115;4;8;6;11;4;44;4;23;23;23;23;0;4;0;4;96;14.63;13.98;0;0;0;11;4;8;6;11;4;5;4;6;66%;;0;3;10;53%;0%;0%;0%;100%;0%;100%;60%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
201822619;9;8;7;12;4;44;5;27;27;27;27;0;0;4;5;75;15.59;16.11;0;0;5;12;9;8;7;12;5;5;5;6;58%;;0;0;15;71%;0%;0%;0%;100%;100%;100%;100%;0%;0%;0%;BECAS PRONABEC;1;21;0;0;0;0;4;0;0
201610409;8;7;7;7;4;44;3;18;18;18;23;3;1;0;3.5;100;14.38;9.66;8;8;0;7;8;7;7;7;4;4;4;0;41%;;0;6;6;50%;0%;0%;0%;33%;0%;75%;50%;0%;0%;0%;GENERAL;1;23;0;1;1;0;2;2;0
201715784;7;7;11;12;4;44;5;23;18;27;23;1;2;1;3.5;94;14.75;14.38;0;0;3;12;7;7;11;12;4;4;5;6;51%;;0;2;11;58%;0%;0%;0%;86%;0%;0%;83%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;1;0;0;3;1;0
201822847;9;7;8;12;4;44;5;27;27;27;27;0;0;4;5;28;17.52;16.83;0;0;5;12;9;7;8;12;5;5;6;6;61%;;0;1;15;68%;0%;0%;0%;100%;0%;100%;80%;0%;0%;0%;BECAS PRONABEC;0;20;0;0;0;0;4;0;0
201822482;9;8;9;13;4;44;5;27;27;27;27;0;0;4;5;31;17.36;16.71;0;0;5;13;9;8;9;13;5;5;6;6;56%;;0;2;14;64%;0%;0%;0%;100%;0%;100%;80%;0%;0%;0%;BECAS PRONABEC;0;19;0;0;0;0;4;0;0
201817906;7;;;;1;41;2;23;0;0;0;0;1;0;4;61;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;SELECCIÓN PREFERENTE;0;0;0;0;0;0;4;0;0
201715173;13;5;;;2;41;2;23;18;0;0;1;1;0;2;103;10.75;12;2;4;0;5;13;5;0;0;5;4;0;0;50%;;0;6;3;33%;0%;0%;0%;0%;0%;100%;33%;0%;0%;0%;EVALUACION INTEGRAL;0;20;0;1;0;0;3;1;0
20181E785;9;8;9;11;4;44;3;23;18;18;27;2;1;1;4.5;73;15.67;12.78;2;2;0;11;9;8;9;11;5;4;4;7;54%;;0;5;8;40%;0%;0%;0%;63%;100%;0%;50%;0%;0%;0%;EVALUACION INTEGRAL;1;22;0;0;0;0;4;0;0
201624317;5;1;;;2;41;2;18;18;0;0;2;0;0;1;117;10.25;11.41;2;2;0;1;5;1;0;0;4;0;0;0;67%;;0;3;1;25%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;EVALUACION INTEGRAL;1;23;1;1;0;0;2;2;0
201818834;6;8;8;10;4;44;5;27;23;23;27;0;2;2;4.5;61;16.09;14.36;0;0;0;10;6;8;8;10;5;7;5;6;72%;;1|;2;14;61%;0%;0%;0%;100%;50%;100%;80%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
201614693;5;;;;1;41;2;18;0;0;0;1;0;0;1;119;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;GENERAL;1;0;1;0;0;0;3;1;0
20181A279;8;9;13;13;4;44;5;27;18;23;27;1;1;2;4.5;69;15.82;14.31;1;1;0;13;8;9;13;13;5;4;5;7;49%;;0;3;11;52%;0%;0%;0%;71%;0%;0%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
20181A168;9;8;9;9;4;44;2;18;18;23;18;3;1;0;2;117;11.48;12.08;1;3;0;9;9;8;9;9;5;4;6;0;43%;;0;8;7;47%;0%;0%;0%;60%;0%;40%;50%;0%;0%;0%;EVALUACION INTEGRAL;0;24;0;0;0;0;4;0;0
201816351;8;8;10;12;4;44;5;27;23;27;27;0;1;3;4.5;29;17.45;15.26;0;0;5;12;8;8;10;12;5;5;5;0;39%;;0;2;13;87%;0%;0%;0%;86%;100%;0%;86%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
201822539;9;8;8;12;4;44;5;27;27;23;27;0;1;3;4.5;10;15.09;15.09;0;0;0;12;9;8;8;12;5;6;5;7;62%;;1|;2;13;57%;0%;0%;0%;88%;0%;100%;75%;0%;0%;0%;BECAS PRONABEC;0;19;0;0;0;0;4;0;0
20171F288;9;6;6;9;4;44;4;18;18;27;27;2;0;2;4.5;31;17.38;13.41;2;1;5;9;9;6;6;9;5;5;6;6;73%;;0;2;14;64%;0%;0%;0%;83%;100%;100%;80%;0%;0%;0%;SELECCIÓN PREFERENTE;1;22;0;0;0;0;4;0;0
201821235;9;8;9;12;4;44;4;27;27;23;27;0;1;3;4.5;82;15.29;15.72;0;0;5;12;9;8;9;12;6;4;5;6;55%;;0;2;13;62%;0%;0%;0%;100%;0%;67%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;0;0;0;4;0;0
20171C780;8;12;12;17;4;44;6;18;18;23;27;2;1;1;4.5;77;15.48;13.54;4;3;0;17;8;12;12;17;4;4;6;8;45%;;0;3;11;50%;0%;0%;0%;67%;0%;0%;82%;0%;0%;0%;SELECCIÓN PREFERENTE;1;21;0;0;0;0;4;0;0
201620028;7;6;6;;3;44;2;18;18;18;0;3;0;0;1;111;55;10.09;1;3;0;6;7;6;6;0;4;4;0;0;42%;;0;8;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;1;22;0;0;0;0;4;0;0
201814710;10;9;13;16;4;44;5;23;27;27;27;0;1;3;4.5;87;15.08;15.3;0;0;3;16;10;9;13;16;6;6;7;0;40%;;0;1;18;95%;0%;0%;0%;100%;0%;100%;90%;0%;0%;0%;EVALUACION INTEGRAL;1;19;0;0;0;0;4;0;0
201716450;9;12;12;16;4;44;6;18;27;23;27;1;1;2;4.5;84;15.22;14.06;0;1;0;16;9;12;12;16;4;5;6;6;43%;;0;0;15;71%;0%;0%;0%;100%;100%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;1;21;1;0;0;0;3;1;0
201712412;6;3;7;9;4;44;3;23;18;23;27;1;2;1;4.5;27;17.58;14.27;1;1;5;9;6;3;7;9;5;3;5;6;76%;;0;4;9;47%;0%;0%;0%;80%;0%;100%;80%;0%;0%;0%;EVALUACION INTEGRAL;1;22;0;0;0;0;4;0;0
201720964;6;5;5;;3;44;2;18;18;18;0;3;0;0;1;113;55;10.05;2;3;0;5;6;5;5;0;5;4;0;0;56%;;0;9;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;1;23;0;1;1;0;2;2;0
201817440;8;6;7;7;4;44;2;23;18;18;18;3;1;0;1;120;55;10.81;2;2;0;7;8;6;7;7;4;4;4;3;54%;;0;10;2;13%;0%;0%;0%;0%;0%;100%;25%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;1;1;2;2;1
201717139;8;7;7;9;4;44;3;18;18;18;18;4;0;0;1;118;10.2;9.83;5;5;0;9;8;7;7;9;3;3;3;4;42%;;0;6;3;23%;0%;0%;0%;29%;0%;0%;50%;0%;0%;0%;EVALUACION INTEGRAL;1;20;0;0;1;0;3;1;0
201715207;17;8;11;12;4;44;5;23;23;23;18;1;3;0;3;115;12.18;13.55;1;1;0;12;17;8;11;12;5;5;5;4;40%;;0;4;11;58%;0%;0%;0%;83%;100%;100%;57%;0%;0%;0%;SELECCIÓN PREFERENTE;1;21;0;0;0;0;4;0;0
201715334;7;4;6;7;4;44;3;18;18;18;27;3;0;1;4;47;16.63;12.65;3;4;3;7;7;4;6;7;3;3;4;6;67%;;0;3;7;44%;0%;0%;0%;75%;50%;100%;50%;0%;0%;0%;EVALUACION INTEGRAL;1;24;0;1;0;0;3;1;0
201821149;9;;;;1;41;2;27;0;0;0;0;0;1;5;18;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;SELECCIÓN PREFERENTE;0;0;0;0;0;0;4;0;0
201822607;9;8;7;12;4;44;5;27;27;23;27;0;1;3;4.5;82;15.27;14.84;0;0;0;12;9;8;7;12;5;5;5;6;58%;;0;1;14;67%;0%;0%;0%;88%;100%;100%;100%;0%;0%;0%;BECAS PRONABEC;0;19;0;0;0;0;4;0;0
201822573;9;8;7;12;4;44;5;27;27;27;27;0;0;4;5;15;18.77;18;0;0;1;12;9;8;7;12;5;5;5;6;58%;;0;0;15;71%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;BECAS PRONABEC;0;19;0;0;0;0;4;0;0
201516527;5;3;4;5;4;45;2;18;18;18;18;4;0;0;1;99;12;12.63;4;4;0;5;5;3;4;5;3;3;0;4;59%;;0;4;2;20%;0%;0%;0%;33%;0%;0%;100%;0%;0%;0%;GENERAL;0;22;0;0;1;1;2;2;1
201718733;11;10;9;14;4;44;2;18;27;18;27;2;0;2;4.5;33;17.23;14.02;1;1;5;14;11;10;9;14;4;5;4;5;41%;;0;5;8;44%;0%;0%;0%;75%;0%;100%;25%;0%;0%;0%;EVALUACION INTEGRAL;1;21;1;0;0;0;3;1;0
201619049;5;1;;;2;41;2;18;18;0;0;2;0;0;1;61;3;10.52;1;3;0;1;5;1;0;0;4;0;0;0;67%;;0;4;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;GENERAL;1;22;1;1;0;0;2;2;0
201822410;8;8;6;;3;44;2;18;18;18;0;3;0;0;1;104;10.63;10.55;3;3;0;6;8;8;6;0;4;5;0;0;41%;;1|;6;2;22%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;EVALUACION INTEGRAL;1;20;0;0;1;0;3;1;0
201810543;7;8;11;16;4;44;5;27;27;27;27;0;0;4;5;35;17.15;16.26;0;0;3;16;7;8;11;16;5;6;6;6;55%;;0;3;14;61%;0%;0%;0%;83%;0%;0%;82%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
201822898;10;4;6;7;4;44;3;23;23;23;18;1;3;0;3;115;12.25;13.55;1;1;0;7;10;4;6;7;7;3;5;3;67%;;1|;5;9;50%;0%;0%;0%;50%;0%;100%;50%;0%;0%;0%;EVALUACION INTEGRAL;0;20;0;0;0;0;4;0;0
201720029;5;5;4;5;4;44;3;23;18;18;23;2;2;0;3.5;102;14.2;12.19;2;2;0;5;5;5;4;5;4;4;4;4;84%;;0;6;6;38%;0%;0%;0%;33%;50%;33%;75%;0%;0%;0%;SELECCIÓN PREFERENTE;0;22;0;0;1;0;3;1;0
201822616;9;8;10;12;4;44;5;27;27;27;27;0;0;4;5;41;16.86;17.35;0;0;3;12;9;8;10;12;5;5;5;5;51%;;0;0;15;75%;0%;0%;0%;100%;100%;100%;100%;0%;0%;0%;BECAS PRONABEC;0;20;0;0;0;0;4;0;0
201824251;10;10;9;13;4;44;5;18;27;23;23;1;2;1;3.5;97;14.54;13.82;0;1;3;13;10;10;9;13;5;5;4;7;50%;;0;6;8;38%;0%;0%;0%;75%;0%;100%;43%;0%;0%;0%;TRASLADOS;1;21;0;0;0;0;4;0;0
20171C378;4;3;7;7;4;44;3;23;18;23;23;1;3;0;3.5;79;13.75;13.48;1;1;0;7;4;3;7;7;3;3;0;0;29%;;0;4;2;33%;0%;0%;0%;50%;0%;0%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;0;4;0;0
201510578;10;9;9;8;4;44;4;18;18;23;18;3;1;0;2;114;12.7;12.92;1;3;0;8;10;9;9;8;6;4;5;5;56%;;1|;3;11;55%;0%;0%;0%;80%;100%;0%;75%;0%;0%;0%;GENERAL;0;26;1;1;0;0;2;2;0
201722181;11;12;12;;3;44;3;18;18;18;0;3;0;0;1;100;11.85;10.13;4;4;0;12;11;12;12;0;4;4;0;0;23%;;0;6;2;25%;0%;0%;0%;33%;0%;100%;0%;0%;0%;0%;TRASLADOS;0;27;1;1;1;0;1;3;0
201812074;6;5;7;11;4;44;4;23;18;27;27;1;1;2;4.5;39;17;14.7;1;1;3;11;6;5;7;11;3;3;5;6;59%;;0;3;8;47%;0%;0%;0%;80%;0%;100%;75%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
201718906;5;5;5;7;4;44;3;18;18;18;23;3;1;0;3.5;89;15;13.35;2;2;0;7;5;5;5;7;4;0;5;0;41%;;0;3;6;67%;0%;0%;0%;50%;100%;50%;75%;0%;0%;0%;EVALUACION INTEGRAL;1;20;0;1;1;0;2;2;0
201814438;6;;;;1;41;2;23;0;0;0;0;1;0;4;87;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;SELECCIÓN PREFERENTE;0;0;0;0;0;0;4;0;0
201822609;10;10;8;12;4;44;2;27;27;27;18;1;0;3;3;94;14.71;15.73;0;0;3;12;10;10;8;12;7;7;6;5;63%;;1|1;3;15;60%;0%;0%;0%;100%;0%;60%;100%;0%;0%;50%;BECAS PRONABEC;0;19;0;0;0;1;3;1;1
20181C712;7;8;;;2;41;3;27;23;0;0;0;1;1;3.5;54;15;15;0;0;0;8;7;8;0;0;4;0;0;0;27%;;1|;0;3;75%;0%;0%;0%;100%;100%;0%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
201818848;7;4;7;7;4;44;3;23;18;23;23;1;3;0;3.5;90;13;12.02;1;2;0;7;7;4;7;7;5;4;0;6;60%;;0;4;5;33%;0%;0%;0%;50%;0%;100%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
201715282;6;1;;;2;41;2;18;18;0;0;2;0;0;1;72;6.8;11.06;1;3;0;1;6;1;0;0;4;0;0;0;57%;;0;3;1;25%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;EVALUACION INTEGRAL;1;20;1;1;0;0;2;2;0
201811623;15;7;;;2;41;2;23;18;0;0;1;1;0;2;97;13.5;13.12;1;1;0;7;15;7;0;0;5;3;0;0;36%;;0;4;4;50%;0%;0%;0%;67%;0%;0%;67%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
201723017;9;8;7;11;4;44;3;18;18;23;23;2;2;0;3.5;99;14.41;12.92;4;3;0;11;9;8;7;11;5;4;5;6;57%;;1|;5;8;40%;0%;0%;0%;43%;0%;100%;80%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;1;0;0;0;3;1;0
201719288;7;6;7;9;4;44;3;18;18;18;27;3;0;1;4;49;16.53;12.38;2;1;0;9;7;6;7;9;4;3;5;6;62%;;0;7;5;28%;0%;0%;0%;43%;0%;100%;25%;0%;0%;0%;EVALUACION INTEGRAL;0;26;0;1;1;0;2;2;0
20181C491;6;5;;;2;41;2;23;18;0;0;1;1;0;2;116;7.88;11.68;1;1;0;5;6;5;0;0;4;0;0;0;36%;;0;4;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;1;0;0;3;1;0
201515279;7;;;;1;41;2;18;0;0;0;1;0;0;1;117;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;GENERAL;0;0;0;0;0;0;4;0;0
201513083;10;8;8;11;4;44;3;18;18;18;18;4;0;0;1;116;11.88;11.41;1;8;0;11;10;8;8;11;5;4;3;0;32%;;0;6;6;50%;0%;0%;0%;50%;0%;100%;33%;0%;0%;0%;SELECCIÓN PREFERENTE;1;23;0;1;1;1;1;3;1
20171E425;9;10;10;10;4;44;2;18;18;18;18;4;0;0;1;118;55;12.19;3;3;0;10;9;10;10;10;4;5;4;0;33%;;|1;8;4;31%;0%;0%;0%;29%;0%;0%;40%;0%;0%;100%;SELECCIÓN PREFERENTE;1;20;0;1;1;1;1;3;1
201724344;5;6;6;10;4;44;3;23;18;18;27;2;1;1;4.5;39;17;13.78;2;2;3;10;5;6;6;10;4;4;4;7;70%;;0;6;6;32%;0%;0%;0%;60%;0%;100%;40%;0%;0%;0%;EVALUACION INTEGRAL;1;24;0;0;0;0;4;0;0
20181B876;8;5;7;;3;44;3;23;23;23;0;0;3;0;4;88;13.2;14.28;0;0;0;7;8;5;7;0;5;4;0;0;45%;;0;3;6;67%;0%;0%;0%;67%;0%;100%;50%;0%;0%;0%;EVALUACION INTEGRAL;1;28;0;0;0;0;4;0;0
201518545;6;6;9;;3;44;2;18;23;18;0;2;1;0;2;105;10.38;12.41;1;3;0;9;6;6;9;0;2;4;0;0;29%;;0;4;2;33%;0%;0%;0%;0%;0%;100%;50%;0%;0%;0%;GENERAL;1;27;0;0;1;0;3;1;0
201719385;8;7;7;8;4;44;3;18;18;18;27;3;0;1;4;20;18.06;11.64;3;3;1;8;8;7;7;8;5;3;4;3;50%;;0;8;4;27%;0%;0%;0%;33%;0%;50%;33%;0%;0%;0%;SELECCIÓN PREFERENTE;1;21;1;1;1;0;1;3;0
201720010;6;5;5;7;4;44;3;23;18;18;27;2;1;1;4.5;84;15.2;13.33;1;2;0;7;6;5;5;7;4;0;5;0;39%;;0;4;5;56%;0%;0%;0%;50%;0%;75%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;1;22;0;1;1;0;2;2;0
201615528;7;6;7;7;4;45;2;18;18;18;18;4;0;0;1;111;6;10.65;4;5;0;7;7;6;7;7;4;4;0;4;44%;;0;7;1;8%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;GENERAL;1;23;0;1;1;1;1;3;1
201812288;6;5;10;10;4;44;5;18;27;27;27;1;0;3;4.5;35;17.14;15.9;0;1;3;10;6;5;10;10;5;5;5;6;68%;;0;0;15;71%;0%;0%;0%;100%;100%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;0;0;0;4;0;0
20171C723;7;8;8;11;4;44;4;18;23;18;27;2;1;1;4.5;49;16.56;14.13;1;2;0;11;7;8;8;11;5;6;4;6;62%;;1|;7;7;33%;0%;0%;0%;57%;0%;0%;50%;0%;0%;0%;EVALUACION INTEGRAL;0;24;0;0;0;0;4;0;0
201820189;9;8;8;13;4;44;5;27;27;23;27;0;1;3;4.5;83;15.23;15.22;0;0;3;13;9;8;8;13;5;5;5;7;58%;;0;1;14;64%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;EVALUACION INTEGRAL;0;23;0;0;0;0;4;0;0
20181G429;9;8;8;12;4;44;5;27;27;27;27;0;0;4;5;45;16.72;16.15;0;0;3;12;9;8;8;12;5;6;6;0;46%;;0;2;15;88%;0%;0%;0%;100%;0%;100%;80%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
201623455;7;7;8;8;4;44;3;18;23;18;18;3;1;0;2;114;55;12.45;1;5;0;8;7;7;8;8;3;5;3;3;47%;;1|;6;4;29%;0%;0%;0%;43%;0%;0%;50%;0%;0%;0%;EVALUACION INTEGRAL;0;21;1;0;0;0;3;1;0
20181E140;8;6;7;9;4;44;3;18;18;23;23;2;2;0;3.5;99;14.41;13.48;2;1;0;9;8;6;7;9;4;5;6;5;67%;;0;5;10;50%;0%;0%;0%;80%;100%;100%;43%;0%;0%;0%;EVALUACION INTEGRAL;0;21;0;1;0;0;3;1;0
20181F392;9;5;6;10;4;44;4;27;27;27;27;0;0;4;5;27;17.59;16.78;0;0;5;10;9;5;6;10;6;4;5;6;70%;;0;2;13;62%;0%;0%;0%;83%;0%;100%;80%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;0;4;0;0
201823940;9;8;9;14;4;44;5;27;27;27;23;0;1;3;3.5;12;13.5;15.01;0;0;3;14;9;8;9;14;6;8;6;1;53%;;0;2;18;86%;0%;0%;0%;100%;100%;80%;89%;0%;0%;0%;EVALUACION INTEGRAL;1;22;0;0;0;0;4;0;0
201718385;4;6;6;10;4;44;3;18;18;18;27;3;0;1;4;64;16;13.96;1;3;0;10;4;6;6;10;3;4;4;6;65%;;0;5;6;35%;0%;0%;0%;67%;0%;0%;50%;0%;0%;0%;EVALUACION INTEGRAL;1;20;0;1;1;0;2;2;0
201824429;9;7;6;10;4;44;3;18;18;18;23;3;1;0;3.5;93;14.8;11.06;3;3;0;10;9;7;6;10;4;5;4;6;59%;;0;6;7;37%;0%;0%;0%;33%;50%;60%;67%;0%;0%;0%;TRASLADOS;1;23;0;0;1;0;3;1;0
201817775;6;9;8;10;4;44;4;23;18;23;18;2;2;0;2;113;12.85;13.13;1;2;0;10;6;9;8;10;5;4;3;0;36%;;0;5;7;58%;0%;0%;0%;67%;100%;0%;50%;0%;0%;0%;EVALUACION INTEGRAL;1;20;0;0;0;0;4;0;0
20181D601;7;8;7;78;4;44;4;23;27;27;27;0;1;3;4.5;32;17.32;15.45;0;0;5;78;7;8;7;78;5;5;6;7;23%;;0;3;13;57%;0%;0%;0%;86%;0%;100%;80%;0%;0%;0%;EVALUACION INTEGRAL;1;23;0;0;0;0;4;0;0
201711120;9;12;12;17;4;44;6;18;23;23;23;1;3;0;3.5;107;13.82;13.48;0;1;0;17;9;12;12;17;4;5;6;6;42%;;0;1;14;67%;0%;0%;0%;75%;0%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;1;0;0;0;3;1;0
201424253;7;6;;;2;41;2;18;18;0;0;2;0;0;1;118;5.4;10.35;4;5;0;6;7;6;0;0;4;0;0;0;31%;;0;4;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;ADP REGULAR;1;24;0;1;0;0;3;1;0
201819552;7;6;8;80;4;44;5;27;23;27;27;0;1;3;4.5;53;16.4;15.3;0;0;3;80;7;6;8;80;5;4;6;7;22%;;0;2;13;59%;0%;0%;0%;100%;0%;100%;80%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
201821970;11;9;12;13;4;44;5;23;23;23;27;0;3;1;4.5;86;15.11;14.27;0;0;0;13;11;9;12;13;7;5;5;0;38%;;0;5;12;71%;0%;0%;0%;71%;0%;100%;71%;0%;0%;0%;EVALUACION INTEGRAL;1;25;0;0;0;0;4;0;0
